User_ID,Step,Completion_Time,User_Role,Experience_Level,Completion_Status
1,Signup,2.3463404498842957,Viewer,Beginner,Completed
1,First Login,3.6935219564007538,Admin,Beginner,Abandoned
1,Profile Setup,6.583728467727247,Editor,Intermediate,Completed
1,Feature Tour,4.564712768879766,Viewer,Intermediate,Completed
1,First Task,0.8481243523117314,Viewer,Intermediate,Completed
1,Feedback,0.847981459573026,Admin,Advanced,Completed
2,Signup,0.29919384304340335,Editor,Advanced,Completed
2,First Login,10.056154322399697,Editor,Advanced,Completed
2,Profile Setup,4.595410768136323,Viewer,Advanced,Completed
2,Feature Tour,1.5927526619553107,Editor,Advanced,Abandoned
2,First Task,0.10399653999569311,Admin,Beginner,Completed
2,Feedback,17.51778737579156,Editor,Advanced,Completed
3,Signup,8.932147716773375,Admin,Intermediate,Completed
3,First Login,1.1934381262447349,Viewer,Beginner,Completed
3,Profile Setup,1.0033949437483167,Admin,Advanced,Completed
3,Feature Tour,1.0130571141612852,Viewer,Intermediate,Completed
3,First Task,1.8137686473023855,Viewer,Advanced,Completed
3,Feedback,3.7196391543042724,Admin,Advanced,Completed
4,Signup,2.8276853339016834,Admin,Intermediate,Completed
4,First Login,1.7211149627697075,Admin,Beginner,Completed
4,Profile Setup,4.731854369498993,Viewer,Advanced,Completed
4,Feature Tour,0.077250712295391,Editor,Beginner,Abandoned
4,First Task,1.7275775600120113,Viewer,Beginner,Completed
4,Feedback,0.42156905487347784,Admin,Beginner,Abandoned
5,Signup,0.9514948756020809,Viewer,Beginner,Abandoned
5,First Login,7.689680055154559,Admin,Advanced,Completed
5,Profile Setup,1.1136793106434515,Admin,Beginner,Completed
5,Feature Tour,1.6109580805714745,Editor,Beginner,Abandoned
5,First Task,4.487523606548803,Viewer,Intermediate,Completed
5,Feedback,0.23781924878204272,Admin,Beginner,Completed
6,Signup,4.676665103248051,Viewer,Beginner,Completed
6,First Login,0.9348062598870821,Editor,Advanced,Completed
6,Profile Setup,0.33631965439652123,Admin,Beginner,Completed
6,Feature Tour,14.868438967534654,Admin,Intermediate,Completed
6,First Task,16.853151712305863,Viewer,Intermediate,Completed
6,Feedback,8.261657864064384,Viewer,Intermediate,Completed
7,Signup,1.8164392998437915,Viewer,Beginner,Completed
7,First Login,0.5138865750125312,Editor,Intermediate,Completed
7,Profile Setup,5.763753815493309,Editor,Advanced,Completed
7,Feature Tour,1.3118445519848505,Admin,Beginner,Abandoned
7,First Task,0.28915076430034153,Viewer,Advanced,Abandoned
7,Feedback,3.4177361406707507,Editor,Beginner,Completed
8,Signup,0.17496860721739543,Viewer,Beginner,Completed
8,First Login,12.002114436965119,Viewer,Advanced,Completed
8,Profile Setup,0.6670953197511512,Editor,Beginner,Abandoned
8,Feature Tour,5.431278992824902,Viewer,Advanced,Completed
8,First Task,1.8677329082881182,Admin,Intermediate,Completed
8,Feedback,3.6705544795461433,Admin,Advanced,Completed
9,Signup,3.9561189899089877,Viewer,Beginner,Completed
9,First Login,0.22647081186199278,Editor,Intermediate,Abandoned
9,Profile Setup,2.934616344927506,Viewer,Beginner,Abandoned
9,Feature Tour,2.2320500154924194,Admin,Beginner,Abandoned
9,First Task,3.9761806315266632,Viewer,Advanced,Abandoned
9,Feedback,11.260759987670983,Editor,Intermediate,Completed
10,Signup,4.555272061916375,Editor,Intermediate,Completed
10,First Login,12.747176896347025,Editor,Advanced,Completed
10,Profile Setup,0.4632772947655781,Editor,Intermediate,Completed
10,Feature Tour,1.0906734731563372,Admin,Beginner,Completed
10,First Task,0.047323919531383096,Viewer,Beginner,Abandoned
10,Feedback,1.9676604340154342,Admin,Intermediate,Completed
11,Signup,0.27325023360620915,Editor,Intermediate,Abandoned
11,First Login,1.5828022160441284,Viewer,Advanced,Completed
11,Profile Setup,8.82278932620467,Viewer,Advanced,Completed
11,Feature Tour,0.979598840939606,Editor,Beginner,Abandoned
11,First Task,0.3029010088036457,Viewer,Beginner,Abandoned
11,Feedback,3.91203541603873,Editor,Beginner,Completed
12,Signup,0.7594907391031442,Viewer,Advanced,Completed
12,First Login,8.102417978873657,Editor,Advanced,Completed
12,Profile Setup,0.17666669241735977,Admin,Intermediate,Abandoned
12,Feature Tour,21.6707316979366,Viewer,Advanced,Completed
12,First Task,7.397418881207557,Admin,Beginner,Completed
12,Feedback,0.2898104877953051,Admin,Beginner,Abandoned
13,Signup,0.027687101879677375,Admin,Advanced,Completed
13,First Login,8.44948388743063,Admin,Beginner,Completed
13,Profile Setup,1.3689927419714338,Admin,Intermediate,Abandoned
13,Feature Tour,2.5472217799586647,Viewer,Beginner,Abandoned
13,First Task,7.376072630217568,Viewer,Intermediate,Completed
13,Feedback,0.38464632756898176,Viewer,Beginner,Completed
14,Signup,2.2194633620811626,Admin,Advanced,Completed
14,First Login,0.17159958534973746,Editor,Intermediate,Abandoned
14,Profile Setup,3.41279917022799,Editor,Intermediate,Abandoned
14,Feature Tour,2.1263375665809243,Viewer,Advanced,Abandoned
14,First Task,2.009094006256505,Admin,Intermediate,Completed
14,Feedback,0.32834032902391447,Viewer,Beginner,Completed
15,Signup,1.8624417520517687,Admin,Intermediate,Completed
15,First Login,1.9665710659206568,Editor,Intermediate,Completed
15,Profile Setup,3.134672622773218,Editor,Beginner,Abandoned
15,Feature Tour,2.4499779591059943,Admin,Intermediate,Abandoned
15,First Task,10.911259562007574,Editor,Intermediate,Completed
15,Feedback,1.3585508081111144,Admin,Advanced,Abandoned
16,Signup,0.28435063126461263,Viewer,Beginner,Abandoned
16,First Login,6.245631721582997,Admin,Intermediate,Completed
16,Profile Setup,7.151963765384321,Admin,Intermediate,Completed
16,Feature Tour,2.009238874560821,Editor,Beginner,Abandoned
16,First Task,7.369449833606822,Admin,Advanced,Completed
16,Feedback,3.4040736575513897,Editor,Intermediate,Completed
17,Signup,3.698394193886335,Admin,Advanced,Completed
17,First Login,2.789070969542137,Editor,Beginner,Completed
17,Profile Setup,0.12873886995056866,Admin,Beginner,Completed
17,Feature Tour,0.22628406379811375,Admin,Beginner,Abandoned
17,First Task,0.1596684064652691,Admin,Advanced,Completed
17,Feedback,5.0586477546377475,Admin,Advanced,Completed
18,Signup,1.8869835439754992,Viewer,Intermediate,Completed
18,First Login,3.5521858856709505,Viewer,Advanced,Completed
18,Profile Setup,11.906327649229878,Editor,Beginner,Completed
18,Feature Tour,1.4336941149164917,Viewer,Beginner,Completed
18,First Task,2.641409874413363,Viewer,Beginner,Completed
18,Feedback,7.043745737692917,Editor,Intermediate,Completed
19,Signup,1.2990257845869702,Viewer,Beginner,Completed
19,First Login,0.40052139275088183,Editor,Intermediate,Completed
19,Profile Setup,1.7107015194352853,Viewer,Beginner,Completed
19,Feature Tour,0.8790417925003142,Editor,Intermediate,Completed
19,First Task,3.2764271025200458,Editor,Intermediate,Abandoned
19,Feedback,8.254435402422848,Viewer,Advanced,Completed
20,Signup,5.017470952602655,Editor,Beginner,Completed
20,First Login,3.50402736731901,Admin,Intermediate,Abandoned
20,Profile Setup,8.139844703702781,Viewer,Intermediate,Completed
20,Feature Tour,1.0324773817931954,Admin,Beginner,Completed
20,First Task,11.154067026177806,Viewer,Beginner,Completed
20,Feedback,3.87549950983086,Viewer,Beginner,Completed
21,Signup,8.23674145651783,Editor,Beginner,Completed
21,First Login,11.321213246431157,Editor,Advanced,Completed
21,Profile Setup,1.9136535820915923,Editor,Advanced,Completed
21,Feature Tour,0.5829608006192541,Viewer,Intermediate,Completed
21,First Task,1.2934337306969068,Editor,Intermediate,Completed
21,Feedback,0.6764201065215394,Admin,Beginner,Abandoned
22,Signup,8.519148633194725,Admin,Advanced,Completed
22,First Login,9.856724859399167,Viewer,Advanced,Completed
22,Profile Setup,0.03488204590825324,Viewer,Advanced,Completed
22,Feature Tour,1.667015986905498,Editor,Intermediate,Abandoned
22,First Task,2.7013666045933564,Admin,Advanced,Completed
22,Feedback,1.2558366913791223,Editor,Intermediate,Completed
23,Signup,0.638401957728234,Editor,Beginner,Completed
23,First Login,2.059542899312162,Editor,Intermediate,Completed
23,Profile Setup,14.315605613455748,Editor,Advanced,Completed
23,Feature Tour,0.9621485174948862,Admin,Beginner,Abandoned
23,First Task,3.6572640288007596,Editor,Intermediate,Completed
23,Feedback,6.070434884404275,Admin,Advanced,Completed
24,Signup,2.259872494834812,Admin,Intermediate,Completed
24,First Login,17.8389906914585,Viewer,Intermediate,Completed
24,Profile Setup,16.41004932270699,Editor,Beginner,Completed
24,Feature Tour,0.7062684920444724,Viewer,Advanced,Abandoned
24,First Task,3.438296392319236,Viewer,Intermediate,Completed
24,Feedback,1.7896523003952338,Viewer,Beginner,Completed
25,Signup,1.6762483819054086,Admin,Advanced,Completed
25,First Login,0.18792238882761267,Editor,Beginner,Completed
25,Profile Setup,4.702460354912966,Viewer,Intermediate,Completed
25,Feature Tour,3.4925981641481925,Admin,Beginner,Completed
25,First Task,0.09283527339281868,Viewer,Intermediate,Abandoned
25,Feedback,1.6331296050518467,Admin,Advanced,Completed
26,Signup,11.944304755446701,Admin,Advanced,Completed
26,First Login,0.6491885500200392,Admin,Advanced,Abandoned
26,Profile Setup,0.2350669516961477,Admin,Advanced,Abandoned
26,Feature Tour,3.3613605473681814,Editor,Advanced,Completed
26,First Task,21.2201849130763,Admin,Beginner,Completed
26,Feedback,1.3857240677986309,Viewer,Advanced,Completed
27,Signup,0.5659769845555094,Editor,Beginner,Abandoned
27,First Login,7.169438131197314,Viewer,Advanced,Completed
27,Profile Setup,1.356665861679029,Editor,Beginner,Completed
27,Feature Tour,6.513744642461581,Viewer,Intermediate,Completed
27,First Task,2.29261399632152,Viewer,Intermediate,Completed
27,Feedback,5.002518738658857,Admin,Advanced,Completed
28,Signup,0.6139444098187324,Viewer,Intermediate,Abandoned
28,First Login,1.1444118702524748,Editor,Advanced,Abandoned
28,Profile Setup,0.08672779708507973,Viewer,Beginner,Abandoned
28,Feature Tour,2.6070486208854784,Admin,Intermediate,Abandoned
28,First Task,1.9340514683369832,Admin,Beginner,Completed
28,Feedback,1.0321605330377828,Editor,Intermediate,Completed
29,Signup,0.208148798971726,Viewer,Intermediate,Completed
29,First Login,4.468892022972917,Admin,Advanced,Completed
29,Profile Setup,5.659258671336744,Editor,Intermediate,Completed
29,Feature Tour,0.018872513494960615,Editor,Advanced,Abandoned
29,First Task,3.588152922747442,Admin,Beginner,Completed
29,Feedback,1.2841207352747883,Editor,Beginner,Completed
30,Signup,5.18062170773846,Viewer,Advanced,Completed
30,First Login,0.9580211126956688,Viewer,Beginner,Completed
30,Profile Setup,5.8710626378385955,Viewer,Advanced,Completed
30,Feature Tour,2.4447935049055087,Editor,Intermediate,Completed
30,First Task,1.886824669150485,Editor,Beginner,Abandoned
30,Feedback,0.7397220671963947,Viewer,Advanced,Completed
31,Signup,2.085662169975859,Viewer,Advanced,Completed
31,First Login,0.6022214251849821,Admin,Intermediate,Completed
31,Profile Setup,2.152685128867334,Viewer,Beginner,Abandoned
31,Feature Tour,5.017059208446773,Editor,Intermediate,Abandoned
31,First Task,1.4916368503074446,Admin,Beginner,Completed
31,Feedback,5.393813695219572,Editor,Beginner,Completed
32,Signup,8.497420363196106,Editor,Intermediate,Completed
32,First Login,4.05066180343254,Viewer,Advanced,Completed
32,Profile Setup,3.77139705096973,Admin,Intermediate,Completed
32,Feature Tour,1.3843852271895156,Editor,Intermediate,Completed
32,First Task,0.05294588163518717,Editor,Advanced,Abandoned
32,Feedback,2.0526130655243056,Viewer,Beginner,Abandoned
33,Signup,1.6548213891244938,Editor,Beginner,Abandoned
33,First Login,5.0133495974144235,Editor,Intermediate,Completed
33,Profile Setup,2.0702325490566196,Viewer,Intermediate,Completed
33,Feature Tour,2.1478380790582197,Viewer,Advanced,Completed
33,First Task,6.472327148635591,Viewer,Intermediate,Completed
33,Feedback,11.370486745536262,Editor,Intermediate,Completed
34,Signup,10.905662846983066,Admin,Beginner,Completed
34,First Login,3.5535362998149,Editor,Intermediate,Abandoned
34,Profile Setup,2.2681867918069396,Admin,Beginner,Abandoned
34,Feature Tour,0.43945863098042026,Editor,Intermediate,Completed
34,First Task,0.8814710734170574,Editor,Advanced,Completed
34,Feedback,11.441152500887528,Admin,Intermediate,Completed
35,Signup,4.662469734827948,Editor,Intermediate,Completed
35,First Login,0.04619802805497204,Editor,Advanced,Completed
35,Profile Setup,0.0900172631762307,Editor,Advanced,Abandoned
35,Feature Tour,5.4458119364512045,Editor,Advanced,Completed
35,First Task,0.025372185258985012,Editor,Advanced,Completed
35,Feedback,0.8765790805209952,Admin,Advanced,Completed
36,Signup,3.9784892306946587,Editor,Intermediate,Completed
36,First Login,5.8865764332740635,Admin,Advanced,Completed
36,Profile Setup,5.277207410676244,Editor,Intermediate,Completed
36,Feature Tour,1.2697493365401225,Viewer,Intermediate,Completed
36,First Task,6.227086444492694,Editor,Advanced,Completed
36,Feedback,1.3541187952640297,Viewer,Beginner,Completed
37,Signup,0.4268664910909609,Admin,Intermediate,Abandoned
37,First Login,6.861787758328953,Editor,Beginner,Completed
37,Profile Setup,5.24386907151384,Viewer,Advanced,Completed
37,Feature Tour,9.459780387317005,Viewer,Advanced,Completed
